user_id,registration_date,state,primary_sport,segment_label,days_since_last_bet,days_since_last_deposit,bet_freq_30d,avg_bet_size,parlay_rate,live_bet_rate,ngr_90d,promo_redemption_rate,n_promos_received_1y,avg_promo_value_received,propensity_score,lift_probability,churn_risk_30d,composite_score,optimal_offer_size
u_10346,2023-11-21,VA,NFL,active_mid,0,41,0.478,27.12,0.27,0.26,162.11,0.0,1,12.53,0.414,0.545,0.275,0.088,37.94
u_10347,2023-05-13,NJ,NFL,dormant_high_value,3,4,0.239,19.13,0.27,0.19,84.76,1.0,2,25.5,0.271,0.62,0.158,0.0712,32.12
u_10348,2023-09-24,PA,Other,casual,3,8,0.185,17.34,0.36,0.16,35.55,1.0,1,34.11,0.28,0.647,0.343,0.1601,27.11
u_10349,2024-08-19,NJ,NFL,active_mid,5,9,0.522,27.28,0.32,0.32,188.93,0.0,1,37.16,0.565,0.467,0.341,0.0692,50.91
u_10350,2023-04-04,NJ,NHL,bonus_seeker,0,9,0.348,23.7,0.47,0.08,23.78,1.0,1,23.29,0.375,0.499,0.337,0.105,16.9
u_10351,2023-06-30,VA,NBA,always_on,0,1,0.804,40.98,0.17,0.39,420.3,0.0,0,0.0,0.891,0.09,0.01,0.0001,88.97
u_10352,2024-04-23,PA,NBA,active_mid,0,4,0.707,35.92,0.27,0.29,234.61,0.0,1,27.56,0.654,0.323,0.312,0.0349,36.68
u_10353,2024-05-25,PA,MLB,dormant_high_value,1,4,0.207,15.54,0.26,0.19,58.77,1.0,3,62.54,0.167,0.631,0.122,0.064,21.22
u_10354,2023-11-22,NY,NBA,dormant_high_value,1,22,0.196,18.15,0.29,0.19,104.01,1.0,3,57.16,0.207,0.579,0.298,0.1366,36.51
u_10355,2023-11-08,IL,NHL,active_mid,1,0,0.565,32.17,0.36,0.32,162.03,0.0,2,0.0,0.582,0.334,0.311,0.0433,34.52
u_10356,2023-03-30,IL,Other,dormant_high_value,0,2,0.239,18.97,0.29,0.22,67.64,0.5,2,47.84,0.198,0.597,0.199,0.0953,31.94
u_10357,2024-08-08,PA,NBA,bonus_seeker,1,6,0.435,28.42,0.46,0.1,29.92,1.0,1,17.61,0.487,0.434,0.274,0.061,20.12
u_10358,2024-02-15,NY,NFL,always_on,1,35,0.728,39.67,0.17,0.38,306.46,1.0,2,29.13,0.751,0.143,0.01,0.0004,61.62
u_10359,2024-04-03,IN,NBA,bonus_seeker,6,0,0.25,18.48,0.48,0.17,13.65,1.0,1,35.45,0.27,0.593,0.289,0.1253,26.64
u_10360,2023-01-08,PA,Other,casual,8,7,0.261,20.43,0.3,0.19,42.9,1.0,1,18.47,0.336,0.503,0.226,0.0757,28.51
u_10361,2023-04-10,CO,NFL,active_mid,1,2,0.467,31.36,0.29,0.32,97.4,1.0,1,26.85,0.502,0.346,0.04,0.0069,36.08
u_10362,2024-02-15,NY,NBA,bonus_seeker,0,7,0.293,21.41,0.51,0.09,23.33,0.0,0,0.0,0.325,0.568,0.252,0.0965,17.84
u_10363,2024-01-25,MI,NBA,bonus_seeker,3,2,0.348,20.76,0.55,0.07,20.26,0.0,0,0.0,0.255,0.612,0.138,0.0628,20.56
u_10364,2023-01-25,PA,MLB,always_on,0,11,0.75,38.37,0.25,0.43,303.43,0.5,2,8.04,0.605,0.419,0.178,0.0295,51.35
u_10365,2023-07-25,CO,NFL,casual,0,6,0.457,29.08,0.38,0.15,94.38,1.0,1,15.98,0.454,0.441,0.137,0.0329,17.35
u_10366,2023-10-20,NY,MLB,always_on,1,18,0.761,36.9,0.18,0.39,239.58,0.0,0,0.0,0.688,0.114,0.01,0.0004,53.95
u_10367,2023-11-07,TN,Other,always_on,0,102,0.761,36.74,0.18,0.36,330.49,0.0,0,0.0,0.851,0.091,0.129,0.0017,66.88
u_10368,2023-08-12,NY,NFL,dormant_high_value,3,20,0.174,15.22,0.26,0.21,52.84,1.0,2,61.1,0.099,0.778,0.338,0.2369,19.83
u_10369,2023-08-20,MI,NFL,dormant_high_value,3,25,0.207,17.34,0.21,0.23,128.44,1.0,2,73.08,0.268,0.601,0.197,0.0866,39.2
u_10370,2024-08-02,PA,Other,dormant_high_value,0,18,0.141,15.54,0.21,0.17,60.81,1.0,2,51.7,0.145,0.647,0.491,0.2714,23.12
u_10371,2023-02-21,NY,NFL,dormant_high_value,2,1,0.25,19.78,0.24,0.2,79.26,0.667,3,40.47,0.17,0.718,0.193,0.1152,30.19
u_10372,2023-09-06,MI,NHL,dormant_high_value,0,2,0.272,19.95,0.25,0.23,65.82,1.0,2,56.43,0.19,0.729,0.261,0.1538,26.9
u_10373,2024-06-14,NY,NBA,active_mid,3,1,0.467,30.05,0.33,0.34,148.04,0.5,2,28.02,0.471,0.38,0.319,0.0641,29.37
u_10374,2024-01-17,IN,NFL,dormant_high_value,4,28,0.272,21.9,0.26,0.22,143.02,0.5,2,49.66,0.209,0.716,0.291,0.1649,40.27
u_10375,2023-08-29,VA,NHL,casual,0,0,0.348,22.88,0.36,0.16,50.73,1.0,1,24.57,0.295,0.601,0.294,0.1245,25.8
u_10376,2023-01-20,IN,NBA,active_mid,0,49,0.609,31.85,0.22,0.31,183.89,1.0,1,29.43,0.569,0.35,0.114,0.0173,41.93
u_10377,2024-09-15,NJ,NBA,dormant_high_value,1,2,0.25,20.43,0.23,0.19,188.04,1.0,2,55.62,0.206,0.698,0.322,0.1785,40.51
u_10378,2024-01-06,MI,NFL,active_mid,3,5,0.522,27.77,0.36,0.31,117.9,1.0,1,22.18,0.53,0.324,0.108,0.0165,35.8
u_10379,2024-04-27,PA,NBA,casual,6,17,0.152,15.38,0.3,0.2,21.65,1.0,2,30.82,0.206,0.571,0.37,0.1678,26.05
u_10380,2024-06-20,IN,NFL,dormant_high_value,1,2,0.152,14.4,0.22,0.17,105.04,0.5,2,18.14,0.131,0.782,0.37,0.2513,36.84
u_10381,2023-04-28,IL,NFL,active_mid,0,5,0.685,32.66,0.31,0.26,145.71,1.0,1,37.72,0.745,0.13,0.024,0.0008,41.91
u_10382,2023-09-26,MI,Other,active_mid,2,37,0.435,26.3,0.24,0.31,191.2,1.0,1,23.54,0.589,0.431,0.059,0.0104,49.61
u_10383,2023-03-12,CO,NFL,always_on,0,52,0.848,47.83,0.21,0.36,296.27,1.0,1,63.11,0.799,0.16,0.046,0.0015,68.47
u_10384,2023-11-28,CO,MLB,active_mid,1,50,0.62,30.71,0.3,0.34,213.86,1.0,1,39.88,0.691,0.236,0.25,0.0182,63.75
u_10385,2023-12-21,NJ,NFL,active_mid,0,29,0.554,31.2,0.34,0.28,160.23,0.0,1,16.27,0.604,0.385,0.15,0.0229,31.65
u_10386,2023-02-24,MI,MLB,casual,0,25,0.304,20.43,0.38,0.16,62.88,1.0,2,70.29,0.311,0.592,0.365,0.1486,18.9
u_10387,2023-11-06,PA,NFL,dormant_high_value,0,31,0.228,17.34,0.26,0.17,83.09,0.5,2,13.82,0.146,0.82,0.444,0.3109,24.88
u_10388,2023-10-18,CO,Other,active_mid,1,6,0.478,27.77,0.35,0.34,136.59,1.0,1,19.65,0.661,0.226,0.201,0.0154,36.17
u_10389,2024-03-15,MI,NBA,active_mid,1,15,0.511,31.85,0.3,0.26,128.06,0.0,1,0.0,0.603,0.435,0.078,0.0135,46.63
u_10390,2023-11-25,IL,NFL,always_on,0,36,0.804,41.47,0.22,0.41,404.74,0.0,1,46.62,0.851,0.109,0.149,0.0024,79.79
u_10391,2023-05-04,NY,NFL,casual,0,2,0.207,17.01,0.31,0.19,47.14,1.0,1,35.23,0.297,0.682,0.096,0.0462,29.15
u_10392,2023-04-30,IL,NFL,casual,1,11,0.304,19.46,0.34,0.17,84.39,1.0,2,32.22,0.262,0.623,0.259,0.1193,31.59
u_10393,2023-05-24,PA,NBA,active_mid,1,0,0.489,28.91,0.28,0.26,149.69,0.5,2,34.0,0.441,0.567,0.051,0.0161,29.21
u_10394,2023-04-12,PA,NFL,casual,1,2,0.283,19.29,0.29,0.15,47.44,1.0,1,20.01,0.234,0.606,0.26,0.1208,22.5
u_10395,2024-05-04,NJ,NHL,always_on,0,6,0.75,38.04,0.19,0.37,286.2,0.0,1,31.75,0.655,0.34,0.058,0.0068,61.08
u_10396,2024-09-23,NY,NBA,always_on,1,286,0.87,42.28,0.17,0.37,334.53,0.0,0,0.0,0.856,0.203,0.062,0.0018,48.36
u_10397,2023-05-02,NY,NFL,casual,1,13,0.217,18.8,0.31,0.15,32.65,0.0,1,0.0,0.307,0.552,0.245,0.0936,23.18
u_10398,2023-10-03,MA,NBA,active_mid,1,2,0.511,29.24,0.24,0.34,141.91,0.0,1,0.0,0.527,0.375,0.284,0.0505,42.24
u_10399,2023-06-28,NJ,MLB,active_mid,1,25,0.543,30.22,0.33,0.24,180.96,1.0,1,36.62,0.521,0.391,0.223,0.0417,37.07
u_10400,2023-01-14,PA,NFL,dormant_high_value,7,10,0.12,14.24,0.29,0.13,63.02,0.5,2,27.66,0.171,0.727,0.327,0.1973,22.95
u_10401,2023-12-06,VA,NFL,always_on,0,34,0.837,40.0,0.26,0.4,571.41,0.0,0,0.0,0.761,0.296,0.155,0.011,96.44
u_10402,2024-06-29,NJ,NFL,bonus_seeker,1,1,0.315,20.92,0.42,0.13,37.2,0.0,0,0.0,0.238,0.666,0.165,0.084,16.28
u_10403,2023-04-25,CO,MLB,active_mid,3,4,0.5,29.89,0.31,0.32,125.52,1.0,1,37.79,0.427,0.514,0.149,0.0439,39.61
u_10404,2023-04-26,MI,MLB,casual,5,0,0.283,20.43,0.39,0.16,32.67,0.5,2,32.16,0.219,0.754,0.241,0.1418,22.45
u_10405,2024-11-02,VA,NBA,always_on,0,2,0.783,39.18,0.19,0.4,259.79,0.0,0,0.0,0.726,0.291,0.01,0.0008,61.18
u_10406,2024-05-19,MA,NHL,casual,4,6,0.25,19.95,0.34,0.13,40.45,1.0,2,48.04,0.204,0.663,0.348,0.1839,21.26
u_10407,2023-02-22,MA,NHL,dormant_high_value,5,0,0.217,17.17,0.32,0.15,108.57,1.0,2,37.58,0.115,0.746,0.369,0.2434,22.35
u_10408,2024-10-15,MI,NBA,always_on,0,20,0.815,41.47,0.23,0.37,294.1,0.0,0,0.0,0.82,0.126,0.186,0.0042,63.81
u_10409,2023-12-07,PA,NHL,dormant_high_value,0,9,0.141,14.89,0.25,0.19,48.17,0.667,3,31.2,0.073,0.823,0.439,0.3354,23.22
u_10410,2023-03-30,MI,NFL,casual,3,9,0.228,18.97,0.37,0.16,32.7,1.0,1,25.32,0.113,0.809,0.35,0.251,19.19
u_10411,2023-08-05,NJ,NFL,always_on,1,8,0.837,41.3,0.19,0.43,446.08,0.0,0,0.0,0.829,0.106,0.01,0.0002,87.84
u_10412,2024-07-17,VA,NFL,always_on,0,15,0.87,42.93,0.22,0.4,568.42,0.333,3,44.93,0.884,0.051,0.01,0.0001,100.0
u_10413,2024-02-09,PA,NFL,bonus_seeker,0,3,0.5,28.75,0.46,0.13,42.6,0.0,0,0.0,0.322,0.597,0.207,0.0837,21.03
u_10414,2023-08-16,CO,NBA,active_mid,1,52,0.489,27.12,0.26,0.37,160.55,0.5,2,26.3,0.607,0.307,0.32,0.0386,48.43
u_10415,2024-03-08,NY,Other,casual,12,0,0.25,18.64,0.4,0.19,54.4,0.0,2,0.0,0.405,0.513,0.22,0.0672,28.24
u_10416,2024-01-07,MA,NFL,casual,3,3,0.402,22.72,0.31,0.15,52.63,1.0,1,38.82,0.328,0.577,0.216,0.0838,28.91
u_10417,2023-03-12,NJ,NFL,casual,0,0,0.315,22.88,0.37,0.15,33.06,0.0,1,0.0,0.288,0.572,0.455,0.1856,17.69
u_10418,2024-07-23,IN,NBA,active_mid,0,9,0.533,28.42,0.3,0.29,128.45,0.5,2,8.32,0.514,0.381,0.017,0.0032,25.41
u_10419,2024-02-27,MI,Other,active_mid,0,8,0.641,33.32,0.35,0.3,190.02,0.5,2,22.87,0.597,0.376,0.01,0.0015,46.12
u_10420,2023-08-08,NY,NFL,active_mid,2,29,0.511,29.08,0.36,0.36,121.62,1.0,1,33.2,0.44,0.472,0.172,0.0455,36.06
u_10421,2023-06-02,MI,NBA,active_mid,5,81,0.435,28.42,0.31,0.24,157.69,1.0,2,51.52,0.49,0.42,0.138,0.0297,44.55
u_10422,2024-06-03,MI,NFL,dormant_high_value,9,3,0.152,16.2,0.24,0.2,31.5,1.0,2,45.12,0.119,0.741,0.314,0.205,35.47
u_10423,2024-05-13,IL,NFL,bonus_seeker,2,5,0.38,24.02,0.49,0.07,35.83,1.0,1,67.78,0.398,0.499,0.01,0.003,22.78
u_10424,2023-11-26,PA,Other,dormant_high_value,0,29,0.196,17.66,0.3,0.19,86.54,0.333,3,41.09,0.17,0.772,0.237,0.1517,20.63
u_10425,2023-01-03,NY,Other,bonus_seeker,6,3,0.283,20.27,0.58,0.1,19.52,1.0,2,73.88,0.373,0.423,0.358,0.095,15.72
u_10426,2023-08-30,NY,NFL,casual,6,19,0.261,19.95,0.35,0.15,50.6,0.667,3,32.88,0.168,0.694,0.32,0.1847,18.62
u_10427,2023-01-15,NY,Other,always_on,0,4,0.848,42.28,0.17,0.42,406.16,0.0,2,0.0,0.794,0.139,0.148,0.0043,73.05
u_10428,2023-12-15,VA,NBA,casual,0,5,0.424,23.53,0.42,0.15,74.78,0.667,3,47.88,0.356,0.55,0.289,0.1023,18.64
u_10429,2023-02-03,NJ,NHL,dormant_high_value,7,18,0.141,15.22,0.2,0.22,76.93,1.0,2,49.86,0.161,0.715,0.282,0.169,27.48
u_10430,2023-09-10,MI,NBA,dormant_high_value,4,27,0.337,25.98,0.19,0.2,84.6,1.0,4,45.58,0.221,0.716,0.496,0.2766,26.44
u_10431,2023-03-20,PA,NBA,active_mid,2,4,0.641,34.95,0.31,0.29,218.0,0.0,1,30.03,0.653,0.281,0.138,0.0135,52.49
u_10432,2023-07-07,CO,NBA,active_mid,0,21,0.457,26.79,0.34,0.27,161.04,1.0,2,45.14,0.48,0.417,0.108,0.0234,37.49
u_10433,2023-01-14,MI,MLB,dormant_high_value,9,33,0.217,18.97,0.26,0.23,96.14,0.5,2,26.46,0.227,0.665,0.413,0.2127,29.76
u_10434,2023-09-18,IN,NFL,dormant_high_value,1,5,0.174,16.68,0.25,0.21,89.01,0.667,3,38.4,0.174,0.702,0.356,0.2062,28.22
u_10435,2024-08-11,PA,NFL,active_mid,4,3,0.598,32.83,0.35,0.28,199.48,0.0,1,0.0,0.546,0.397,0.01,0.0018,50.85
u_10436,2024-07-13,PA,NFL,dormant_high_value,16,3,0.185,15.87,0.28,0.18,47.92,0.5,2,23.82,0.102,0.742,0.306,0.2037,18.96
u_10437,2023-12-07,PA,MLB,active_mid,0,49,0.641,34.46,0.33,0.35,173.86,0.5,2,29.02,0.64,0.3,0.536,0.0578,46.12
u_10438,2023-10-22,NJ,NFL,active_mid,0,14,0.5,26.96,0.33,0.27,157.36,1.0,1,24.87,0.465,0.423,0.021,0.0048,40.27
u_10439,2023-01-18,NY,MLB,dormant_high_value,5,6,0.196,16.52,0.26,0.24,56.79,1.0,2,39.54,0.26,0.68,0.273,0.1372,23.2
u_10440,2024-09-23,PA,Other,dormant_high_value,9,3,0.12,13.42,0.19,0.16,23.12,0.667,3,34.49,0.084,0.778,0.231,0.1647,23.65
u_10441,2024-07-21,PA,NFL,always_on,0,22,0.848,42.45,0.22,0.43,433.68,0.0,0,0.0,0.844,0.178,0.047,0.0013,81.01
u_10442,2024-04-15,MA,MLB,casual,3,12,0.326,21.9,0.4,0.15,66.35,1.0,1,16.8,0.237,0.633,0.362,0.1747,25.38
u_10443,2023-08-11,PA,NBA,casual,0,3,0.293,22.55,0.32,0.2,41.11,1.0,2,30.1,0.386,0.586,0.347,0.1251,22.22
u_10444,2024-02-11,CO,NHL,active_mid,0,11,0.674,34.62,0.29,0.23,199.49,1.0,1,35.06,0.618,0.303,0.241,0.028,33.54
u_10445,2024-04-07,PA,NFL,always_on,0,12,0.891,43.1,0.24,0.43,633.7,0.0,0,0.0,0.814,0.225,0.055,0.0023,92.75
u_10446,2023-04-20,MA,MLB,always_on,0,22,0.837,43.1,0.24,0.39,383.04,0.0,0,0.0,0.845,0.01,0.064,0.0001,66.71
u_10447,2024-07-08,IN,NHL,active_mid,1,26,0.587,29.73,0.22,0.23,202.24,1.0,1,37.52,0.642,0.252,0.13,0.0118,50.77
u_10448,2023-10-23,CO,Other,casual,3,5,0.25,18.64,0.35,0.19,45.05,1.0,1,26.02,0.334,0.551,0.174,0.0639,22.55
u_10449,2023-05-02,MI,MLB,dormant_high_value,0,1,0.217,20.27,0.22,0.24,91.08,0.667,3,34.74,0.117,0.631,0.272,0.1517,28.21
u_10450,2023-05-13,NY,NBA,active_mid,0,17,0.467,25.65,0.32,0.24,124.75,0.5,2,5.47,0.5,0.364,0.107,0.0195,34.07
u_10451,2024-08-11,CO,NBA,bonus_seeker,9,2,0.391,24.67,0.49,0.11,35.84,1.0,1,30.98,0.291,0.607,0.122,0.0525,18.89
u_10452,2023-08-07,PA,NHL,casual,4,6,0.25,18.8,0.31,0.14,35.82,1.0,1,17.28,0.177,0.747,0.274,0.1685,19.14
u_10453,2023-01-06,PA,NBA,always_on,0,4,0.739,36.58,0.2,0.38,401.56,0.0,0,0.0,0.646,0.3,0.125,0.0132,68.62
u_10454,2023-02-13,MA,NFL,dormant_high_value,2,30,0.13,14.57,0.31,0.21,22.58,0.0,2,11.19,0.198,0.711,0.362,0.2063,20.9
u_10455,2023-06-08,IN,Other,bonus_seeker,1,10,0.37,20.43,0.48,0.08,24.87,0.0,0,0.0,0.499,0.369,0.281,0.0519,15.0
u_10456,2023-03-09,NJ,MLB,dormant_high_value,3,26,0.098,12.12,0.25,0.2,27.88,0.667,3,19.77,0.217,0.713,0.24,0.1338,26.71
u_10457,2023-10-13,IL,MLB,bonus_seeker,4,0,0.38,24.51,0.48,0.12,28.6,0.0,0,0.0,0.551,0.432,0.202,0.0392,20.9
u_10458,2023-11-19,IL,NFL,dormant_high_value,1,26,0.196,18.32,0.22,0.21,80.81,1.0,2,48.02,0.269,0.601,0.285,0.1251,19.14
u_10459,2024-01-12,NJ,MLB,dormant_high_value,18,4,0.098,14.73,0.21,0.17,38.29,1.0,2,59.09,0.056,0.847,0.16,0.1283,15.0
u_10460,2024-02-19,NY,NFL,dormant_high_value,11,0,0.152,15.71,0.19,0.17,60.5,0.667,3,17.37,0.043,0.819,0.222,0.1736,21.96
u_10461,2024-08-14,NY,MLB,active_mid,1,47,0.576,33.8,0.3,0.29,207.57,0.5,2,46.96,0.633,0.341,0.128,0.016,53.5
u_10462,2024-02-09,NJ,NFL,active_mid,0,0,0.641,32.5,0.38,0.29,175.48,0.5,2,23.0,0.634,0.285,0.078,0.0082,36.17
u_10463,2023-09-11,NY,MLB,bonus_seeker,1,9,0.315,23.53,0.54,0.1,23.07,0.0,1,0.0,0.355,0.584,0.314,0.1182,25.57
u_10464,2024-03-13,NY,Other,always_on,0,18,0.772,38.04,0.19,0.42,529.63,0.0,0,0.0,0.744,0.232,0.167,0.0099,100.0
u_10465,2023-12-28,NY,NFL,casual,4,13,0.326,22.88,0.41,0.16,61.02,0.667,3,20.11,0.496,0.358,0.197,0.0355,26.27
u_10466,2023-11-12,MA,Other,casual,3,3,0.337,23.04,0.29,0.1,35.31,1.0,1,44.19,0.284,0.61,0.277,0.1209,15.63
u_10467,2024-04-04,CO,NBA,always_on,0,16,0.739,40.98,0.23,0.4,706.72,0.0,0,0.0,0.782,0.168,0.109,0.004,94.51
u_10468,2023-04-09,TN,NHL,casual,2,36,0.283,17.34,0.32,0.18,85.75,1.0,1,20.99,0.252,0.628,0.241,0.1131,29.42
u_10469,2024-09-15,PA,MLB,always_on,0,24,0.804,42.45,0.24,0.41,395.02,0.0,1,28.09,0.824,0.189,0.01,0.0003,54.53
u_10470,2024-06-29,MA,NBA,dormant_high_value,21,2,0.076,14.89,0.34,0.18,52.69,1.0,2,71.03,0.066,0.768,0.316,0.2268,25.61
u_10471,2024-03-25,IN,MLB,always_on,0,26,0.804,40.49,0.14,0.43,694.73,0.0,0,0.0,0.694,0.32,0.01,0.001,88.25
u_10472,2024-01-29,IL,NHL,dormant_high_value,4,2,0.13,15.22,0.29,0.24,60.93,1.0,2,53.08,0.076,0.761,0.332,0.2334,21.16
u_10473,2023-09-22,PA,NBA,always_on,0,27,0.848,41.79,0.19,0.36,510.27,0.0,0,0.0,0.819,0.214,0.078,0.003,89.14
u_10474,2023-06-17,MA,NFL,bonus_seeker,5,3,0.283,21.25,0.47,0.11,22.74,0.0,0,0.0,0.357,0.627,0.253,0.102,17.35
u_10475,2024-01-14,NY,MLB,always_on,1,16,0.728,35.27,0.21,0.36,495.0,0.0,0,0.0,0.697,0.271,0.068,0.0056,91.54
u_10476,2024-01-31,NY,NHL,dormant_high_value,0,7,0.25,18.48,0.28,0.22,91.5,0.75,4,25.14,0.284,0.543,0.3,0.1168,28.12
u_10477,2023-08-23,CO,MLB,bonus_seeker,1,5,0.348,20.43,0.53,0.11,22.07,0.0,0,0.0,0.29,0.586,0.285,0.1186,15.0
u_10478,2024-07-19,CO,MLB,always_on,0,148,0.804,40.98,0.12,0.38,434.66,0.0,0,0.0,0.722,0.217,0.217,0.0131,73.37
u_10479,2023-01-15,NJ,NBA,bonus_seeker,0,2,0.337,22.23,0.55,0.11,26.57,0.0,0,0.0,0.388,0.518,0.26,0.0824,15.0
u_10480,2023-09-10,VA,NHL,active_mid,0,1,0.424,25.82,0.31,0.31,193.03,0.667,3,39.61,0.554,0.348,0.246,0.0381,57.34
u_10481,2023-03-03,MA,NFL,active_mid,3,0,0.413,23.53,0.32,0.36,188.24,1.0,1,29.29,0.642,0.351,0.054,0.0068,66.38
u_10482,2023-09-01,CO,NBA,bonus_seeker,3,3,0.272,18.32,0.44,0.12,15.78,0.0,0,0.0,0.396,0.475,0.472,0.1355,18.77
u_10483,2023-10-25,VA,NFL,active_mid,1,27,0.598,32.5,0.3,0.3,197.58,0.0,1,0.0,0.699,0.22,0.01,0.0007,47.87
u_10484,2024-08-22,PA,NFL,bonus_seeker,0,4,0.228,16.03,0.49,0.09,15.49,0.0,0,0.0,0.341,0.605,0.315,0.1256,17.13
u_10485,2023-02-08,TN,NFL,always_on,0,6,0.793,38.37,0.26,0.34,316.87,1.0,1,71.99,0.795,0.153,0.129,0.004,59.48
u_10486,2024-10-04,CO,NFL,dormant_high_value,2,11,0.152,16.2,0.31,0.18,52.94,1.0,2,67.8,0.197,0.663,0.528,0.281,16.66
u_10487,2024-04-29,NJ,MLB,casual,1,11,0.478,26.3,0.33,0.18,132.76,1.0,1,25.14,0.292,0.613,0.346,0.1503,36.49
u_10488,2023-11-05,MI,NFL,always_on,1,36,0.837,41.14,0.19,0.4,660.9,1.0,1,24.7,0.811,0.198,0.01,0.0004,96.87
u_10489,2023-08-10,IL,NBA,always_on,0,1,0.826,41.3,0.17,0.31,461.8,0.0,1,34.87,0.743,0.26,0.01,0.0007,72.03
u_10490,2024-04-22,MI,NFL,bonus_seeker,3,0,0.348,23.7,0.53,0.12,25.71,0.0,0,0.0,0.225,0.696,0.396,0.2138,16.74
u_10491,2024-05-31,VA,NFL,active_mid,1,39,0.543,30.54,0.41,0.35,164.95,1.0,1,32.04,0.567,0.329,0.114,0.0163,45.03
u_10492,2024-05-15,MI,NFL,casual,6,4,0.163,14.89,0.39,0.15,29.82,0.0,1,0.0,0.252,0.631,0.241,0.1137,19.98
u_10493,2024-09-23,IL,NFL,dormant_high_value,4,10,0.283,19.62,0.3,0.22,56.88,1.0,2,74.95,0.233,0.643,0.335,0.1655,20.3
u_10494,2024-09-01,IN,NBA,bonus_seeker,6,0,0.359,22.23,0.51,0.1,22.82,0.0,1,17.74,0.349,0.594,0.125,0.0483,19.2
u_10495,2024-10-11,IL,MLB,casual,0,1,0.348,22.23,0.34,0.17,57.13,0.5,2,23.76,0.357,0.524,0.391,0.1319,15.26
u_10496,2023-11-09,PA,NBA,bonus_seeker,0,15,0.38,25.16,0.54,0.11,43.03,1.0,1,24.0,0.34,0.648,0.442,0.1889,21.81
u_10497,2024-08-20,IN,NBA,dormant_high_value,1,1,0.152,16.03,0.24,0.2,113.27,1.0,2,69.9,0.172,0.723,0.294,0.1758,28.85
u_10498,2023-04-23,NY,NFL,always_on,0,53,0.804,43.91,0.19,0.41,503.7,0.0,1,10.37,0.781,0.088,0.01,0.0002,93.57
u_10499,2024-07-08,MA,NHL,always_on,0,18,0.804,42.45,0.15,0.38,423.73,1.0,2,68.12,0.749,0.237,0.01,0.0006,86.84
u_10500,2023-03-02,IN,NBA,active_mid,4,63,0.598,31.2,0.31,0.27,123.29,1.0,1,11.57,0.715,0.195,0.23,0.0128,47.27
u_10501,2023-10-20,MA,NBA,bonus_seeker,5,1,0.435,27.77,0.48,0.11,19.28,0.0,0,0.0,0.323,0.555,0.261,0.0981,28.92
u_10502,2024-01-18,MA,NFL,casual,2,4,0.326,22.23,0.31,0.13,39.77,0.5,2,18.12,0.21,0.672,0.169,0.0899,15.77
u_10503,2023-08-21,MA,NFL,active_mid,0,39,0.576,29.73,0.34,0.33,168.6,0.0,1,0.0,0.469,0.429,0.22,0.0501,53.27
u_10504,2023-01-05,PA,NFL,active_mid,0,14,0.489,27.28,0.26,0.26,148.27,0.5,2,21.38,0.638,0.313,0.029,0.0032,39.33
u_10505,2024-10-27,IN,NFL,dormant_high_value,0,0,0.163,16.2,0.26,0.16,34.27,0.5,2,42.18,0.181,0.777,0.515,0.3278,17.79
u_10506,2024-04-21,NY,NBA,always_on,0,4,0.87,46.03,0.23,0.42,847.63,0.0,0,0.0,0.817,0.173,0.01,0.0003,100.0
u_10507,2023-09-09,NJ,NBA,active_mid,0,33,0.554,32.17,0.26,0.32,157.05,0.0,1,11.69,0.577,0.381,0.232,0.0374,40.86
u_10508,2023-04-15,NY,NBA,always_on,0,5,0.772,39.84,0.18,0.41,528.68,1.0,2,61.02,0.851,0.099,0.109,0.0016,96.53
u_10509,2024-04-24,CO,MLB,active_mid,0,2,0.609,32.99,0.34,0.29,203.64,1.0,1,37.85,0.534,0.361,0.214,0.036,39.55
u_10510,2023-04-24,CO,NHL,active_mid,0,2,0.696,35.27,0.36,0.33,110.81,0.0,1,0.0,0.545,0.38,0.223,0.0387,25.97
u_10511,2024-06-08,MI,MLB,casual,5,6,0.207,17.99,0.29,0.16,45.8,1.0,1,49.59,0.185,0.759,0.127,0.0787,23.94
u_10512,2023-01-04,PA,Other,always_on,0,81,0.717,37.39,0.23,0.42,372.57,0.0,0,0.0,0.746,0.329,0.117,0.0098,80.47
u_10513,2024-04-15,CO,NFL,always_on,2,49,0.783,36.9,0.15,0.37,286.78,1.0,1,29.67,0.797,0.154,0.01,0.0003,57.61
u_10514,2023-08-17,NJ,NFL,dormant_high_value,3,31,0.13,14.89,0.27,0.14,39.45,1.0,2,45.32,0.064,0.751,0.383,0.2692,17.2
u_10515,2023-09-11,PA,NFL,dormant_high_value,1,30,0.228,19.78,0.29,0.24,118.77,1.0,2,32.5,0.149,0.681,0.351,0.2031,38.59
u_10516,2023-09-03,IL,NBA,casual,0,6,0.315,21.41,0.3,0.22,93.97,1.0,2,21.36,0.49,0.389,0.207,0.0411,42.99
u_10517,2023-07-13,NJ,NHL,active_mid,0,2,0.565,29.73,0.22,0.32,190.04,0.667,3,52.9,0.653,0.371,0.177,0.0227,54.76
u_10518,2023-07-17,NY,NFL,always_on,0,28,0.891,43.75,0.24,0.34,491.8,0.0,1,29.92,0.856,0.171,0.201,0.0049,86.05
u_10519,2024-06-30,NY,Other,dormant_high_value,5,10,0.185,17.66,0.23,0.24,64.7,1.0,2,39.22,0.375,0.465,0.24,0.0697,17.61
